character_x,character_y,enemy_x,enemy_y,enemy_action,distance
753.487,373.237,759.857,417.337,Moving,44.5575
753.47,373.22,759.854,417.313,Moving,44.5526
753.46,373.21,759.852,417.299,Moving,44.5497
753.442,373.192,759.849,417.274,Moving,44.5446
753.429,373.18,759.847,417.256,Moving,44.5409
753.405,373.155,759.843,417.222,Moving,44.5339
753.394,373.145,759.841,417.207,Moving,44.5308
753.369,373.12,759.836,417.172,Moving,44.5237
753.353,373.105,759.834,417.15,Moving,44.5192
753.335,373.087,759.831,417.125,Moving,44.5141
753.317,373.07,759.828,417.1,Moving,44.509
753.306,373.059,759.826,417.085,Moving,44.5059
753.283,373.036,759.822,417.053,Moving,44.4994
753.273,373.026,759.82,417.038,Moving,44.4964
753.251,373.005,759.816,417.008,Moving,44.4903
753.213,372.968,759.809,416.956,Moving,44.4797
753.203,372.958,759.808,416.942,Moving,44.4768
753.138,372.894,759.796,416.851,Moving,44.4585
753.107,372.864,759.79,416.808,Moving,44.4498
753.076,372.833,759.785,416.765,Moving,44.4411
753.054,372.811,759.781,416.734,Moving,44.435
753.041,372.799,759.779,416.717,Moving,44.4314
753.031,372.789,759.777,416.703,Moving,44.4286
753.009,372.767,759.773,416.672,Moving,44.4225
752.998,372.757,759.771,416.657,Moving,44.4194
752.988,372.747,759.769,416.643,Moving,44.4166
752.972,372.731,759.766,416.621,Moving,44.4122
752.961,372.72,759.764,416.605,Moving,44.4091
752.941,372.7,759.76,416.577,Moving,44.4034
752.93,372.69,759.758,416.563,Moving,44.4005
752.908,372.668,759.754,416.532,Moving,44.3943
752.896,372.657,759.752,416.515,Moving,44.3911
752.879,372.64,759.749,416.491,Moving,44.3862
752.869,372.63,759.747,416.477,Moving,44.3835
752.855,372.616,759.744,416.458,Moving,44.3797
752.841,372.603,759.742,416.439,Moving,44.3759
752.827,372.589,759.739,416.419,Moving,44.372
752.816,372.577,759.737,416.403,Moving,44.3688
752.805,372.567,759.735,416.389,Moving,44.366
752.795,372.557,759.733,416.375,Moving,44.3632
752.785,372.548,759.731,416.361,Moving,44.3605
752.775,372.538,759.729,416.347,Moving,44.3577
752.763,372.526,759.727,416.33,Moving,44.3545
752.744,372.508,759.723,416.304,Moving,44.3493
752.733,372.497,759.721,416.289,Moving,44.3463
752.719,372.483,759.719,416.27,Moving,44.3424
752.709,372.473,759.717,416.255,Moving,44.3396
752.692,372.456,759.713,416.231,Moving,44.3349
752.681,372.445,759.711,416.216,Moving,44.3319
752.666,372.431,759.708,416.196,Moving,44.3279
752.657,372.422,759.707,416.183,Moving,44.3253
752.637,372.403,759.703,416.156,Moving,44.32
752.626,372.392,759.701,416.141,Moving,44.3171
752.612,372.378,759.698,416.121,Moving,44.3133
752.601,372.367,759.696,416.106,Moving,44.3103
752.582,372.348,759.692,416.079,Moving,44.3049
752.556,372.323,759.687,416.043,Moving,44.2979
752.525,372.293,759.681,416.001,Moving,44.2897
752.509,372.277,759.678,415.978,Moving,44.2853
752.485,372.253,759.673,415.945,Moving,44.2788
752.471,372.24,759.671,415.925,Moving,44.275
752.437,372.206,759.664,415.878,Moving,44.2658
752.418,372.187,759.66,415.851,Moving,44.2606
752.404,372.173,759.657,415.832,Moving,44.2568
752.387,372.157,759.654,415.809,Moving,44.2524
752.37,372.141,759.651,415.785,Moving,44.2479
752.353,372.124,759.647,415.762,Moving,44.2434
752.343,372.114,759.645,415.747,Moving,44.2405
752.327,372.098,759.642,415.725,Moving,44.2362
752.316,372.088,759.64,415.711,Moving,44.2335
752.301,372.073,759.637,415.69,Moving,44.2294
752.291,372.062,759.635,415.675,Moving,44.2266
752.274,372.046,759.631,415.652,Moving,44.2221
752.264,372.036,759.629,415.638,Moving,44.2195
752.249,372.021,759.626,415.617,Moving,44.2154
752.239,372.011,759.624,415.603,Moving,44.2128
752.224,371.997,759.621,415.582,Moving,44.2088
752.214,371.987,759.619,415.569,Moving,44.2062
752.198,371.971,759.616,415.546,Moving,44.2019
752.188,371.962,759.614,415.533,Moving,44.1994
752.172,371.946,759.61,415.51,Moving,44.195
752.137,371.912,759.603,415.463,Moving,44.1859
752.127,371.901,759.601,415.448,Moving,44.1831
752.089,371.865,759.593,415.396,Moving,44.1733
752.066,371.842,759.589,415.364,Moving,44.1672
752.053,371.829,759.586,415.346,Moving,44.1636
752.037,371.814,759.583,415.324,Moving,44.1595
752.026,371.802,759.58,415.308,Moving,44.1565
752.007,371.784,759.576,415.282,Moving,44.1516
751.994,371.771,759.573,415.263,Moving,44.1481
751.955,371.733,759.565,415.21,Moving,44.138
751.929,371.708,759.56,415.175,Moving,44.1313
751.903,371.682,759.554,415.137,Moving,44.1242
751.884,371.664,759.55,415.112,Moving,44.1195
751.871,371.651,759.548,415.094,Moving,44.1161
751.854,371.634,759.544,415.07,Moving,44.1116
751.843,371.623,759.542,415.055,Moving,44.1087
751.826,371.606,759.538,415.031,Moving,44.1043
751.815,371.596,759.536,415.016,Moving,44.1015
751.799,371.58,759.532,414.994,Moving,44.0973
751.783,371.565,759.529,414.972,Moving,44.0933
751.764,371.546,759.525,414.945,Moving,44.0883
751.751,371.533,759.522,414.927,Moving,44.0849
751.733,371.515,759.518,414.902,Moving,44.0802
751.722,371.505,759.516,414.888,Moving,44.0775
751.706,371.489,759.512,414.865,Moving,44.0734
751.696,371.479,759.51,414.851,Moving,44.0708
751.679,371.462,759.506,414.828,Moving,44.0664
751.668,371.452,759.504,414.813,Moving,44.0637
751.65,371.434,759.5,414.788,Moving,44.059
751.64,371.424,759.498,414.774,Moving,44.0565
751.623,371.407,759.494,414.75,Moving,44.0519
751.612,371.396,759.491,414.735,Moving,44.0492
751.594,371.379,759.487,414.71,Moving,44.0445
751.584,371.369,759.485,414.697,Moving,44.0421
751.568,371.354,759.482,414.675,Moving,44.038
751.559,371.344,759.48,414.662,Moving,44.0356
751.549,371.335,759.478,414.649,Moving,44.0331
751.54,371.326,759.476,414.636,Moving,44.0308
751.531,371.317,759.473,414.623,Moving,44.0284
751.517,371.303,759.47,414.603,Moving,44.0248
751.506,371.293,759.468,414.589,Moving,44.0221
751.488,371.275,759.464,414.564,Moving,44.0176
751.479,371.265,759.462,414.551,Moving,44.0151
751.462,371.249,759.458,414.527,Moving,44.0108
751.451,371.239,759.456,414.513,Moving,44.0081
751.44,371.227,759.453,414.497,Moving,44.0052
751.419,371.207,759.448,414.468,Moving,44
751.409,371.197,759.446,414.454,Moving,43.9975
751.382,371.17,759.44,414.417,Moving,43.9905
751.361,371.15,759.435,414.388,Moving,43.9852
751.342,371.132,759.431,414.362,Moving,43.9805
751.325,371.115,759.427,414.339,Moving,43.9763
751.306,371.096,759.423,414.312,Moving,43.9715
751.269,371.06,759.414,414.261,Moving,43.9622
751.249,371.04,759.41,414.233,Moving,43.9571
751.239,371.031,759.407,414.22,Moving,43.9547
751.229,371.02,759.405,414.205,Moving,43.952
751.212,371.003,759.401,414.181,Moving,43.9477
751.2,370.992,759.398,414.166,Moving,43.945
751.186,370.979,759.395,414.146,Moving,43.9414
751.176,370.968,759.393,414.132,Moving,43.9388
751.156,370.949,759.388,414.105,Moving,43.9339
751.147,370.94,759.386,414.092,Moving,43.9316
751.131,370.925,759.382,414.071,Moving,43.9277
751.122,370.915,759.38,414.058,Moving,43.9254
751.107,370.901,759.377,414.037,Moving,43.9216
751.097,370.891,759.375,414.024,Moving,43.9193
751.064,370.859,759.367,413.978,Moving,43.9111
751.055,370.849,759.365,413.965,Moving,43.9087
751.019,370.815,759.356,413.916,Moving,43.9
751,370.796,759.352,413.89,Moving,43.8953
750.991,370.787,759.349,413.876,Moving,43.8929
750.975,370.771,759.346,413.855,Moving,43.889
750.965,370.762,759.343,413.841,Moving,43.8866
750.95,370.747,759.34,413.82,Moving,43.8829
750.94,370.736,759.337,413.806,Moving,43.8802
750.926,370.723,759.334,413.787,Moving,43.877
750.916,370.714,759.332,413.774,Moving,43.8745
750.901,370.698,759.328,413.752,Moving,43.8707
750.891,370.689,759.326,413.739,Moving,43.8684
750.874,370.672,759.322,413.715,Moving,43.8641
750.864,370.662,759.319,413.701,Moving,43.8616
750.85,370.649,759.316,413.682,Moving,43.8583
750.841,370.639,759.314,413.669,Moving,43.8559
750.823,370.622,759.309,413.645,Moving,43.8517
750.797,370.596,759.303,413.608,Moving,43.8452
750.77,370.57,759.296,413.571,Moving,43.8386
750.743,370.543,759.29,413.534,Moving,43.832
750.716,370.517,759.283,413.497,Moving,43.8255
750.693,370.494,759.278,413.465,Moving,43.82
750.683,370.485,759.275,413.452,Moving,43.8176
750.664,370.466,759.271,413.425,Moving,43.813
750.654,370.456,759.268,413.411,Moving,43.8106
750.64,370.442,759.265,413.392,Moving,43.8071
750.629,370.431,759.262,413.377,Moving,43.8044
750.609,370.412,759.257,413.35,Moving,43.7997
750.596,370.399,759.254,413.332,Moving,43.7966
750.586,370.39,759.252,413.318,Moving,43.7942
750.571,370.375,759.248,413.298,Moving,43.7906
750.561,370.365,759.245,413.283,Moving,43.7881
750.538,370.342,759.24,413.252,Moving,43.7826
750.527,370.332,759.237,413.237,Moving,43.78
750.511,370.316,759.233,413.214,Moving,43.776
750.5,370.305,759.23,413.199,Moving,43.7734
750.481,370.286,759.225,413.173,Moving,43.7688
750.471,370.277,759.223,413.159,Moving,43.7664
750.453,370.259,759.218,413.135,Moving,43.7623
750.443,370.249,759.216,413.121,Moving,43.7597
750.428,370.234,759.212,413.1,Moving,43.7561
750.417,370.224,759.209,413.085,Moving,43.7536
750.399,370.206,759.205,413.06,Moving,43.7493
750.389,370.197,759.202,413.046,Moving,43.7469
750.375,370.183,759.199,413.027,Moving,43.7435
750.365,370.173,759.196,413.014,Moving,43.7412
750.349,370.157,759.192,412.991,Moving,43.7373
750.339,370.147,759.19,412.977,Moving,43.7348
750.328,370.137,759.187,412.963,Moving,43.7324
750.314,370.123,759.183,412.943,Moving,43.7291
750.304,370.113,759.181,412.929,Moving,43.7266
750.289,370.099,759.177,412.909,Moving,43.7232
750.279,370.089,759.174,412.895,Moving,43.7208
750.261,370.071,759.17,412.87,Moving,43.7165
750.251,370.061,759.167,412.856,Moving,43.7141
750.234,370.044,759.163,412.832,Moving,43.71
750.224,370.034,759.16,412.818,Moving,43.7077
750.191,370.002,759.152,412.773,Moving,43.7
750.181,369.992,759.149,412.759,Moving,43.6975
750.158,369.969,759.143,412.728,Moving,43.6921
750.148,369.96,759.141,412.714,Moving,43.6898
750.134,369.947,759.137,412.695,Moving,43.6867
750.09,369.903,759.125,412.634,Moving,43.6762
750.079,369.892,759.123,412.619,Moving,43.6737
750.061,369.874,759.118,412.594,Moving,43.6694
750.05,369.864,759.115,412.58,Moving,43.667
750.03,369.844,759.11,412.552,Moving,43.6623
750.019,369.833,759.107,412.537,Moving,43.6597
749.984,369.799,759.098,412.488,Moving,43.6515
749.973,369.789,759.095,412.474,Moving,43.6491
749.939,369.755,759.086,412.426,Moving,43.6411
749.911,369.727,759.078,412.388,Moving,43.6346
749.898,369.714,759.075,412.37,Moving,43.6315
749.875,369.692,759.069,412.339,Moving,43.6264
749.863,369.68,759.066,412.322,Moving,43.6235
749.853,369.67,759.063,412.308,Moving,43.6212
749.834,369.652,759.058,412.282,Moving,43.6168
749.824,369.642,759.055,412.268,Moving,43.6145
749.814,369.632,759.053,412.254,Moving,43.6122
749.804,369.622,759.05,412.241,Moving,43.6099
749.794,369.612,759.047,412.227,Moving,43.6076
749.784,369.603,759.045,412.214,Moving,43.6054
749.773,369.592,759.042,412.199,Moving,43.6029
749.764,369.583,759.039,412.186,Moving,43.6007
749.753,369.572,759.036,412.17,Moving,43.5981
749.742,369.562,759.033,412.156,Moving,43.5957
749.732,369.552,759.031,412.142,Moving,43.5933
749.722,369.542,759.028,412.128,Moving,43.591
749.711,369.531,759.025,412.113,Moving,43.5886
749.701,369.521,759.022,412.099,Moving,43.5863
749.691,369.511,759.02,412.085,Moving,43.584
749.68,369.501,759.017,412.071,Moving,43.5815
749.665,369.486,759.012,412.049,Moving,43.578
749.653,369.474,759.009,412.033,Moving,43.5752
749.635,369.456,759.004,412.008,Moving,43.571
749.604,369.426,758.996,411.966,Moving,43.564
749.581,369.403,758.989,411.934,Moving,43.5586
749.558,369.381,758.983,411.903,Moving,43.5535
749.534,369.357,758.977,411.869,Moving,43.5478
749.522,369.346,758.973,411.853,Moving,43.5451
749.498,369.322,758.967,411.82,Moving,43.5397
749.486,369.31,758.963,411.803,Moving,43.5368
749.468,369.293,758.958,411.778,Moving,43.5327
749.458,369.283,758.956,411.764,Moving,43.5304
749.442,369.267,758.951,411.743,Moving,43.5268
749.431,369.257,758.948,411.728,Moving,43.5243
749.41,369.236,758.942,411.698,Moving,43.5194
749.4,369.226,758.939,411.684,Moving,43.5171
749.382,369.208,758.934,411.659,Moving,43.5129
749.368,369.195,758.931,411.641,Moving,43.5098
749.349,369.176,758.925,411.615,Moving,43.5054
749.337,369.164,758.922,411.598,Moving,43.5026
749.327,369.154,758.919,411.583,Moving,43.5003
749.308,369.135,758.914,411.557,Moving,43.4959
749.298,369.126,758.911,411.544,Moving,43.4937
749.276,369.104,758.905,411.514,Moving,43.4886
749.266,369.095,758.902,411.5,Moving,43.4863
749.248,369.077,758.897,411.475,Moving,43.4822
749.237,369.066,758.894,411.46,Moving,43.4796
749.219,369.048,758.888,411.434,Moving,43.4753
749.208,369.037,758.885,411.419,Moving,43.4727
749.191,369.021,758.881,411.396,Moving,43.4689
749.182,369.012,758.878,411.383,Moving,43.4668
749.165,368.996,758.873,411.36,Moving,43.4629
749.15,368.981,758.869,411.34,Moving,43.4594
749.132,368.962,758.864,411.314,Moving,43.455
749.122,368.953,758.861,411.3,Moving,43.4526
749.109,368.941,758.857,411.283,Moving,43.4498
749.095,368.926,758.853,411.263,Moving,43.4464
749.083,368.914,758.849,411.246,Moving,43.4435
749.063,368.895,758.844,411.218,Moving,43.4389
749.053,368.886,758.841,411.205,Moving,43.4367
749.034,368.866,758.835,411.178,Moving,43.432
749.005,368.838,758.827,411.138,Moving,43.4252
748.988,368.822,758.822,411.115,Moving,43.4213
748.97,368.804,758.817,411.09,Moving,43.417
748.953,368.787,758.812,411.066,Moving,43.4129
748.911,368.745,758.799,411.007,Moving,43.4029
748.882,368.718,758.791,410.967,Moving,43.3961
748.863,368.699,758.785,410.94,Moving,43.3915
748.844,368.68,758.779,410.914,Moving,43.387
748.834,368.67,758.776,410.9,Moving,43.3846
748.815,368.652,758.771,410.874,Moving,43.3801
748.803,368.64,758.767,410.857,Moving,43.3771
748.786,368.623,758.762,410.833,Moving,43.373
748.772,368.609,758.758,410.813,Moving,43.3696
748.755,368.593,758.753,410.79,Moving,43.3656
748.746,368.583,758.75,410.777,Moving,43.3632
748.729,368.568,758.745,410.754,Moving,43.3593
748.719,368.557,758.742,410.74,Moving,43.3568
748.705,368.544,758.738,410.721,Moving,43.3535
748.696,368.535,758.735,410.708,Moving,43.3512
748.68,368.519,758.73,410.686,Moving,43.3474
748.671,368.51,758.728,410.673,Moving,43.3451
748.654,368.493,758.722,410.648,Moving,43.3409
748.643,368.483,758.719,410.633,Moving,43.3382
748.625,368.466,758.714,410.609,Moving,43.334
748.616,368.456,758.711,410.596,Moving,43.3316
748.598,368.439,758.705,410.57,Moving,43.3272
748.586,368.427,758.702,410.554,Moving,43.3243
748.568,368.41,758.696,410.529,Moving,43.3199
748.559,368.4,758.693,410.515,Moving,43.3174
748.544,368.386,758.689,410.495,Moving,43.3139
748.535,368.377,758.686,410.482,Moving,43.3115
748.517,368.36,758.681,410.457,Moving,43.3071
748.505,368.347,758.677,410.44,Moving,43.304
748.494,368.337,758.673,410.424,Moving,43.3013
748.477,368.32,758.668,410.401,Moving,43.297
748.467,368.31,758.665,410.386,Moving,43.2944
748.434,368.277,758.655,410.34,Moving,43.2861
748.409,368.253,758.647,410.305,Moving,43.2798
748.383,368.228,758.639,410.268,Moving,43.2733
748.368,368.213,758.634,410.247,Moving,43.2694
748.347,368.193,758.628,410.217,Moving,43.264
748.332,368.178,758.623,410.196,Moving,43.2602
748.322,368.168,758.62,410.182,Moving,43.2575
748.306,368.152,758.615,410.159,Moving,43.2534
748.295,368.142,758.611,410.144,Moving,43.2506
748.277,368.124,758.605,410.118,Moving,43.2459
748.266,368.113,758.602,410.103,Moving,43.2431
748.253,368.1,758.598,410.084,Moving,43.2396
748.241,368.089,758.594,410.067,Moving,43.2365
748.224,368.071,758.588,410.042,Moving,43.2319
748.215,368.062,758.585,410.03,Moving,43.2295
748.205,368.053,758.582,410.016,Moving,43.2269
748.195,368.044,758.579,410.002,Moving,43.2244
748.186,368.034,758.576,409.988,Moving,43.2219
748.176,368.025,758.573,409.975,Moving,43.2193
748.167,368.016,758.57,409.962,Moving,43.2169
748.158,368.007,758.567,409.948,Moving,43.2144
748.148,367.997,758.564,409.935,Moving,43.2119
748.139,367.988,758.561,409.922,Moving,43.2094
748.129,367.978,758.558,409.907,Moving,43.2067
748.119,367.969,758.555,409.894,Moving,43.2042
748.106,367.956,758.551,409.876,Moving,43.2008
748.098,367.948,758.548,409.863,Moving,43.1984
748.082,367.932,758.542,409.84,Moving,43.1941
748.072,367.922,758.539,409.826,Moving,43.1915
748.055,367.906,758.534,409.803,Moving,43.187
748.046,367.897,758.531,409.789,Moving,43.1844
748.03,367.882,758.526,409.767,Moving,43.1802
748.02,367.872,758.522,409.752,Moving,43.1774
748.005,367.857,758.518,409.731,Moving,43.1733
747.993,367.845,758.514,409.714,Moving,43.17
747.978,367.831,758.509,409.692,Moving,43.1659
747.968,367.82,758.505,409.677,Moving,43.163
747.952,367.805,758.5,409.655,Moving,43.1587
747.941,367.794,758.496,409.639,Moving,43.1555
747.926,367.779,758.491,409.617,Moving,43.1513
747.916,367.769,758.488,409.602,Moving,43.1485
747.9,367.753,758.483,409.579,Moving,43.144
747.87,367.724,758.473,409.536,Moving,43.1356
747.844,367.699,758.464,409.499,Moving,43.1283
747.814,367.669,758.454,409.456,Moving,43.1198
747.777,367.633,758.442,409.403,Moving,43.1093
747.749,367.605,758.432,409.361,Moving,43.1011
747.728,367.585,758.425,409.332,Moving,43.0953
747.72,367.577,758.422,409.319,Moving,43.0927
747.709,367.567,758.418,409.304,Moving,43.0897
747.696,367.553,758.414,409.285,Moving,43.0857
747.68,367.538,758.408,409.262,Moving,43.0811
747.666,367.524,758.404,409.241,Moving,43.0769
747.652,367.511,758.399,409.221,Moving,43.0728
747.618,367.477,758.387,409.171,Moving,43.0626
747.585,367.445,758.376,409.123,Moving,43.0528
747.561,367.421,758.367,409.088,Moving,43.0456
747.551,367.411,758.364,409.073,Moving,43.0426
747.534,367.395,758.358,409.049,Moving,43.0375
747.525,367.386,758.355,409.035,Moving,43.0347
747.506,367.367,758.348,409.008,Moving,43.029
747.497,367.358,758.345,408.994,Moving,43.0261
747.479,367.34,758.339,408.968,Moving,43.0205
747.47,367.332,758.335,408.955,Moving,43.0177
747.456,367.318,758.331,408.934,Moving,43.0134
747.442,367.304,758.325,408.913,Moving,43.009
747.41,367.272,758.314,408.866,Moving,42.999
747.393,367.256,758.308,408.841,Moving,42.9937
747.383,367.247,758.305,408.827,Moving,42.9907
747.37,367.234,758.3,408.807,Moving,42.9865
747.361,367.225,758.297,408.794,Moving,42.9836
747.344,367.208,758.291,408.769,Moving,42.9783
747.335,367.2,758.287,408.756,Moving,42.9755
747.325,367.189,758.284,408.74,Moving,42.972
747.312,367.177,758.279,408.722,Moving,42.9681
747.299,367.164,758.275,408.703,Moving,42.9639
747.262,367.127,758.261,408.647,Moving,42.9518
747.235,367.101,758.251,408.608,Moving,42.9432
747.22,367.086,758.246,408.584,Moving,42.9381
747.201,367.067,758.239,408.556,Moving,42.9318
747.184,367.051,758.232,408.531,Moving,42.9262
747.174,367.041,758.229,408.516,Moving,42.9228
747.162,367.029,758.224,408.498,Moving,42.9188
747.153,367.02,758.221,408.484,Moving,42.9157
747.14,367.008,758.216,408.465,Moving,42.9116
747.128,366.996,758.212,408.448,Moving,42.9076
747.082,366.951,758.195,408.379,Moving,42.892
747.062,366.932,758.188,408.349,Moving,42.8853
747.044,366.914,758.181,408.322,Moving,42.8791
747.036,366.905,758.177,408.308,Moving,42.876
747.025,366.895,758.174,408.293,Moving,42.8725
747.013,366.883,758.169,408.274,Moving,42.8681
747.004,366.874,758.165,408.26,Moving,42.8649
746.988,366.858,758.159,408.236,Moving,42.8594
746.978,366.849,758.156,408.221,Moving,42.8559
746.964,366.835,758.15,408.199,Moving,42.8508
746.954,366.825,758.147,408.185,Moving,42.8474
746.94,366.811,758.141,408.163,Moving,42.8424
746.93,366.801,758.137,408.148,Moving,42.8388
746.915,366.787,758.132,408.126,Moving,42.8337
746.906,366.778,758.128,408.112,Moving,42.8303
746.875,366.747,758.116,408.064,Moving,42.8192
746.864,366.737,758.113,408.049,Moving,42.8155
746.839,366.712,758.103,408.01,Moving,42.8062
746.82,366.694,758.095,407.981,Moving,42.7992
746.811,366.685,758.092,407.967,Moving,42.796
746.798,366.672,758.087,407.948,Moving,42.7913
746.789,366.664,758.084,407.934,Moving,42.7881
746.761,366.636,758.073,407.891,Moving,42.7776
746.739,366.614,758.064,407.857,Moving,42.7692
746.72,366.595,758.056,407.827,Moving,42.7621
746.693,366.569,758.046,407.786,Moving,42.752
746.683,366.559,758.042,407.771,Moving,42.7481
746.666,366.543,758.036,407.745,Moving,42.7418
746.657,366.534,758.032,407.731,Moving,42.7383
746.639,366.516,758.025,407.702,Moving,42.7312
746.628,366.505,758.02,407.685,Moving,42.7268
746.611,366.488,758.013,407.659,Moving,42.7203
746.599,366.477,758.009,407.641,Moving,42.716
746.581,366.46,758.002,407.613,Moving,42.7088
746.573,366.451,757.998,407.6,Moving,42.7054
746.561,366.44,757.994,407.582,Moving,42.701
746.551,366.43,757.99,407.566,Moving,42.6969
746.542,366.422,757.986,407.553,Moving,42.6935
746.534,366.413,757.982,407.539,Moving,42.69
746.525,366.405,757.979,407.526,Moving,42.6867
746.516,366.395,757.975,407.511,Moving,42.6828
746.507,366.387,757.972,407.498,Moving,42.6794
746.498,366.378,757.968,407.484,Moving,42.6759
746.49,366.37,757.965,407.471,Moving,42.6725
746.481,366.361,757.961,407.456,Moving,42.6688
746.468,366.348,757.956,407.436,Moving,42.6636
746.458,366.339,757.952,407.421,Moving,42.6597
746.442,366.323,757.945,407.395,Moving,42.6531
746.432,366.314,757.942,407.381,Moving,42.6492
746.418,366.3,757.936,407.358,Moving,42.6434
746.408,366.29,757.932,407.343,Moving,42.6392
746.391,366.273,757.925,407.316,Moving,42.6323
746.383,366.265,757.921,407.302,Moving,42.6286
746.366,366.249,757.914,407.276,Moving,42.6218
746.358,366.241,757.911,407.263,Moving,42.6183
746.344,366.226,757.905,407.24,Moving,42.6123
746.335,366.218,757.902,407.227,Moving,42.6088
746.322,366.205,757.896,407.206,Moving,42.6031
746.311,366.195,757.892,407.189,Moving,42.5987
746.296,366.18,757.885,407.165,Moving,42.5923
746.287,366.171,757.881,407.15,Moving,42.5882
746.271,366.156,757.875,407.126,Moving,42.5816
746.263,366.148,757.872,407.113,Moving,42.5782
746.234,366.119,757.859,407.067,Moving,42.5657
746.223,366.108,757.855,407.049,Moving,42.5608
746.206,366.091,757.847,407.021,Moving,42.5532
746.188,366.074,757.84,406.993,Moving,42.5457
746.175,366.061,757.834,406.972,Moving,42.5399
746.147,366.034,757.822,406.927,Moving,42.5273
746.132,366.019,757.816,406.903,Moving,42.5207
746.123,366.01,757.812,406.888,Moving,42.5166
746.108,365.995,757.805,406.864,Moving,42.5098
746.098,365.986,757.801,406.848,Moving,42.5054
746.079,365.967,757.793,406.817,Moving,42.4966
746.071,365.959,757.789,406.804,Moving,42.4929
746.056,365.944,757.783,406.78,Moving,42.4862
746.048,365.937,757.78,406.767,Moving,42.4826
746.032,365.921,757.773,406.742,Moving,42.4753
746.023,365.911,757.768,406.726,Moving,42.4707
746.014,365.903,757.765,406.711,Moving,42.4666
745.999,365.888,757.758,406.687,Moving,42.4597
745.99,365.879,757.754,406.672,Moving,42.4555
745.973,365.863,757.747,406.645,Moving,42.4475
745.945,365.835,757.734,406.599,Moving,42.4343
745.936,365.826,757.73,406.584,Moving,42.43
745.909,365.8,757.719,406.54,Moving,42.4172
745.896,365.787,757.713,406.518,Moving,42.4107
745.887,365.778,757.709,406.504,Moving,42.4064
745.872,365.763,757.702,406.479,Moving,42.3991
745.864,365.756,757.698,406.465,Moving,42.3952
745.851,365.743,757.693,406.444,Moving,42.3889
745.843,365.735,757.689,406.431,Moving,42.3849
745.83,365.722,757.683,406.409,Moving,42.3786
745.821,365.714,757.679,406.395,Moving,42.3743
745.806,365.699,757.672,406.371,Moving,42.367
745.796,365.689,757.668,406.353,Moving,42.3618
745.782,365.675,757.661,406.33,Moving,42.3548
745.773,365.667,757.658,406.316,Moving,42.3505
745.747,365.641,757.646,406.272,Moving,42.3372
745.726,365.62,757.636,406.236,Moving,42.3264
745.708,365.602,757.628,406.206,Moving,42.3172
745.692,365.587,757.621,406.181,Moving,42.3094
745.654,365.55,757.603,406.117,Moving,42.2897
745.635,365.531,757.594,406.083,Moving,42.2794
745.626,365.522,757.59,406.068,Moving,42.2747
745.613,365.51,757.584,406.047,Moving,42.2681
745.603,365.5,757.579,406.03,Moving,42.2629
745.588,365.485,757.572,406.005,Moving,42.255
745.581,365.478,757.569,405.992,Moving,42.2509
745.568,365.465,757.563,405.97,Moving,42.2439
745.559,365.457,757.559,405.956,Moving,42.2394
745.548,365.445,757.553,405.936,Moving,42.2332
745.54,365.438,757.55,405.924,Moving,42.2292
745.527,365.425,757.543,405.901,Moving,42.2218
745.518,365.417,757.539,405.886,Moving,42.2173
745.503,365.402,757.532,405.86,Moving,42.209
745.492,365.391,757.527,405.842,Moving,42.2029
745.478,365.377,757.52,405.817,Moving,42.195
745.47,365.369,757.516,405.803,Moving,42.1906
745.459,365.358,757.511,405.784,Moving,42.1845
745.45,365.349,757.506,405.769,Moving,42.1795
745.434,365.334,757.499,405.742,Moving,42.1707
745.424,365.324,757.494,405.724,Moving,42.165
745.41,365.31,757.487,405.701,Moving,42.1573
745.402,365.302,757.483,405.686,Moving,42.1525
745.389,365.289,757.477,405.663,Moving,42.1451
745.38,365.281,757.473,405.649,Moving,42.1404
745.369,365.27,757.467,405.629,Moving,42.1337
745.361,365.263,757.464,405.616,Moving,42.1296
745.349,365.25,757.458,405.594,Moving,42.1223
745.341,365.242,757.454,405.58,Moving,42.1176
745.329,365.231,757.448,405.561,Moving,42.111
745.321,365.223,757.444,405.547,Moving,42.1064
745.306,365.208,757.437,405.52,Moving,42.0976
745.299,365.201,757.433,405.508,Moving,42.0935
745.284,365.187,757.426,405.482,Moving,42.0849
745.262,365.165,757.415,405.443,Moving,42.0716
745.245,365.148,757.406,405.413,Moving,42.0613
745.231,365.134,757.399,405.388,Moving,42.0531
745.22,365.123,757.394,405.369,Moving,42.0464
745.19,365.094,757.379,405.316,Moving,42.0284
745.174,365.079,757.371,405.289,Moving,42.0189
745.166,365.07,757.367,405.273,Moving,42.0136
745.153,365.058,757.36,405.252,Moving,42.0061
745.146,365.051,757.357,405.239,Moving,42.0017
745.134,365.039,757.35,405.217,Moving,41.994
745.126,365.032,757.347,405.204,Moving,41.9894
745.113,365.019,757.34,405.181,Moving,41.9813
745.088,364.994,757.327,405.135,Moving,41.9654
745.079,364.986,757.323,405.12,Moving,41.96
745.058,364.965,757.312,405.082,Moving,41.9465
745.041,364.948,757.303,405.05,Moving,41.9354
745.034,364.941,757.299,405.038,Moving,41.931
745.023,364.93,757.293,405.018,Moving,41.9239
745.015,364.922,757.289,405.003,Moving,41.9187
745.005,364.913,757.284,404.987,Moving,41.9128
744.998,364.906,757.281,404.974,Moving,41.9082
