character_x,character_y,enemy_x,enemy_y,enemy_action,distance
40.5667,40.0377,740,540,Dance,859.75
40.5743,40.0382,740,560,Dance,871.526
40.5815,40.0386,760,560,Dance,887.65
40.5858,40.0389,760,540,Dance,876.081
40.594,40.0395,740,540,Dance,859.726
40.5993,40.0398,740,560,Dance,871.504
40.6066,40.0403,760,560,Dance,887.629
40.6111,40.0406,760,540,Dance,876.059
40.6184,40.0411,740,540,Dance,859.705
40.6231,40.0414,740,560,Dance,871.484
40.6303,40.0419,760,560,Dance,887.609
40.6344,40.0422,760,540,Dance,876.039
40.6431,40.0427,740,540,Dance,859.684
40.6496,40.0432,740,560,Dance,871.462
40.6598,40.0438,760,560,Dance,887.584
40.6661,40.0443,760,540,Dance,876.012
40.6753,40.0449,740,540,Dance,859.657
40.6801,40.0452,740,560,Dance,871.436
40.6874,40.0457,760,560,Dance,887.56
40.6924,40.046,760,540,Dance,875.989
40.7004,40.0466,740,540,Dance,859.636
40.7047,40.0468,740,560,Dance,871.416
40.7127,40.0474,760,560,Dance,887.539
40.7176,40.0477,760,540,Dance,875.968
40.724,40.0481,740,540,Dance,859.615
40.7289,40.0484,740,560,Dance,871.395
40.7361,40.0489,760,560,Dance,887.519
40.741,40.0493,760,540,Dance,875.948
40.7484,40.0497,740,540,Dance,859.595
40.7531,40.0501,740,560,Dance,871.375
40.7603,40.0505,760,560,Dance,887.498
40.7651,40.0509,760,540,Dance,875.927
40.7725,40.0513,740,540,Dance,859.574
40.7774,40.0517,740,560,Dance,871.354
40.785,40.0522,760,560,Dance,887.477
40.7897,40.0525,760,540,Dance,875.906
40.797,40.053,740,540,Dance,859.553
40.8017,40.0533,740,560,Dance,871.334
40.8091,40.0538,760,560,Dance,887.457
40.8135,40.0541,760,540,Dance,875.885
40.8192,40.0545,740,540,Dance,859.534
40.8262,40.0549,740,560,Dance,871.313
40.8316,40.0553,760,560,Dance,887.438
40.8395,40.0558,760,540,Dance,875.863
40.8445,40.0561,740,540,Dance,859.513
40.8521,40.0566,740,560,Dance,871.292
